rowlabel,split,sex,yrsarea,resyrago,work2,tenure1,livharm1,agegrp7,ethgrp2a,educat3,rural2,edeprivex,IndivWgtx,bcsvictim,rubbcomm,vandcomm,poorhou,Total
147501260,B (Attitudes to the CJS),Female,3 years but less than 5 years,,Yes,Buying it with the help of a mortgage or loan,Single,25-34,White,Apprenticeship or A/AS level,Urban,,0.58,Not a victim of crime,Not very common,Not very common,Not very common,3
136452240,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,Degree or diploma,Urban,3,1.29,Not a victim of crime,Not at all common,Not at all common,Not very common,1
137220110,C (Crime prevention and security),Female,20 years or longer,,No,Rent it,Cohabiting,25-34,White,O level/GCSE,Rural,,0.71,Not a victim of crime,Not very common,Not at all common,Not very common,2
147595040,D (Online Security),Female,20 years or longer,,Yes,Rent it,Single,55-64,White,O level/GCSE,Urban,1,0.48,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136572100,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,5,1.02,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136740180,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,5,0.76,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136368260,B (Attitudes to the CJS),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,,O level/GCSE,Rural,4,1.73,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136243340,B (Attitudes to the CJS),Female,12 months but less than 2 years,Yes,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Married/Civil Partnered,45-54,White,O level/GCSE,Rural,2,1.1,Not a victim of crime,Not very common,Not at all common,Not at all common,1
147470140,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Urban,5,0.73,Not a victim of crime,Not very common,Not very common,Not very common,3
136537280,D (Online Security),Female,20 years or longer,,No,Own it outright,Divorced,65-74,White,Other,Urban,,0.3,Not a victim of crime,Not very common,Not very common,Not very common,3
136091080,D (Online Security),Male,20 years or longer,,Yes,Rent it,Cohabiting,25-34,White,O level/GCSE,Urban,1,1.46,Victim of crime,Not very common,Not at all common,Not at all common,1
147332110,C (Crime prevention and security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Rural,4,0.72,Victim of crime,Not at all common,Not at all common,Not at all common,0
136223190,C (Crime prevention and security),Female,Less than 12 months,No,Yes,Pay part rent and part mortgage (shared ownership),Separate,25-34,White,Degree or diploma,Urban,1,0.72,Victim of crime,Not at all common,Not at all common,Not at all common,0
136059140,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,3,0.55,Victim of crime,Not at all common,Not at all common,Not at all common,0
135494010,A (Experiences of the police),Female,5 years but less than 10 years,,Yes,Rent it,Cohabiting,45-54,White,O level/GCSE,Urban,5,1.05,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136446060,B (Attitudes to the CJS),Female,20 years or longer,,No,Rent it,Single,45-54,White,Other,Urban,1,0.52,Not a victim of crime,Not very common,Not at all common,Not very common,2
137074190,C (Crime prevention and security),Female,5 years but less than 10 years,,Yes,Rent it,Single,45-54,White,O level/GCSE,Rural,4,0.35,Not a victim of crime,Not very common,Not very common,Not very common,3
147399270,C (Crime prevention and security),Female,20 years or longer,,No,Rent it,Cohabiting,25-34,White,O level/GCSE,Urban,1,1.35,Not a victim of crime,Not very common,Not very common,Not very common,3
136151270,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Rent it,Divorced,35-44,Chinese or Other,O level/GCSE,Urban,1,0.68,Victim of crime,Fairly common,Not very common,Not at all common,3
136637080,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,None,Urban,4,1.15,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136268140,B (Attitudes to the CJS),Male,2 years but less than 3 years,Yes,Yes,Own it outright,Cohabiting,35-44,White,Apprenticeship or A/AS level,Rural,,0.56,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136731060,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Pay part rent and part mortgage (shared ownership),Married/Civil Partnered,55-64,White,O level/GCSE,Urban,2,1.13,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136120060,B (Attitudes to the CJS),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,3,1.64,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136242220,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,None,Rural,4,1.04,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136635160,D (Online Security),Male,10 years but less than 20 years,,Yes,Rent it,Cohabiting,35-44,Black or Black British,O level/GCSE,Urban,3,1.13,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136967190,C (Crime prevention and security),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Single,55-64,White,O level/GCSE,Urban,1,0.7,Not a victim of crime,Fairly common,Not very common,Not very common,4
147395080,D (Online Security),Female,20 years or longer,Yes,No,Rent it,Single,16-24,White,O level/GCSE,Urban,3,0.75,Not a victim of crime,Fairly common,Not at all common,Not at all common,2
136310040,D (Online Security),Male,Less than 12 months,No,Yes,Rent it,Married/Civil Partnered,35-44,Asian or Asian British,Degree or diploma,Urban,3,1.55,Not a victim of crime,Not very common,Not at all common,Not at all common,1
147594310,C (Crime prevention and security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,O level/GCSE,Urban,2,1.38,Victim of crime,Fairly common,Not very common,Not very common,4
135559210,A (Experiences of the police),Male,3 years but less than 5 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Rural,4,0.63,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136354030,C (Crime prevention and security),Male,20 years or longer,Yes,Yes,Own it outright,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Rural,5,0.57,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137223330,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,None,Rural,,0.27,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136342310,C (Crime prevention and security),Female,2 years but less than 3 years,No,No,Rent it,Divorced,65-74,White,Apprenticeship or A/AS level,Urban,1,0.39,Not a victim of crime,Fairly common,Not very common,Fairly common,5
147437190,C (Crime prevention and security),Male,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Urban,3,0.3,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147557210,A (Experiences of the police),Female,3 years but less than 5 years,No,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,5,1.13,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137147180,B (Attitudes to the CJS),Male,5 years but less than 10 years,,No,Rent it,Cohabiting,55-64,White,Degree or diploma,Rural,3,0.93,Not a victim of crime,Not at all common,Not at all common,Not very common,1
147428160,D (Online Security),Female,20 years or longer,,No,Rent it,Married/Civil Partnered,65-74,White,None,Urban,4,1.11,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136294090,A (Experiences of the police),Female,20 years or longer,Yes,Yes,Rent it,Single,35-44,White,None,Urban,1,0.67,Not a victim of crime,Fairly common,Not very common,Not at all common,3
147230140,B (Attitudes to the CJS),Female,Less than 12 months,No,Yes,Rent it,Single,35-44,White,Degree or diploma,Urban,4,0.72,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136921180,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,1,0.9,Not a victim of crime,Not at all common,Not at all common,Not very common,1
136385150,C (Crime prevention and security),Male,20 years or longer,,Yes,Own it outright,Single,55-64,White,O level/GCSE,Urban,5,0.39,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
135267050,A (Experiences of the police),Female,20 years or longer,Yes,No,Rent it,Divorced,45-54,White,O level/GCSE,Urban,1,0.9,Not a victim of crime,Not very common,Not very common,Not very common,3
136804240,D (Online Security),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Apprenticeship or A/AS level,Urban,5,1.15,Victim of crime,Not at all common,Not at all common,Not at all common,0
147255300,B (Attitudes to the CJS),Male,Less than 12 months,No,No,Rent it,Single,16-24,Chinese or Other,Degree or diploma,Urban,1,4.96,Not a victim of crime,Fairly common,Not very common,Fairly common,5
136768250,C (Crime prevention and security),Male,10 years but less than 20 years,No,Yes,Own it outright,Married/Civil Partnered,35-44,White,O level/GCSE,Urban,5,1.27,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
135407040,D (Online Security),Female,3 years but less than 5 years,,Yes,Rent it,Cohabiting,16-24,White,Apprenticeship or A/AS level,Urban,1,0.67,Victim of crime,Not very common,Not very common,Not very common,3
147518040,D (Online Security),Female,Less than 12 months,No,Yes,Pay part rent and part mortgage (shared ownership),Single,35-44,White,Degree or diploma,Urban,3,0.79,Not a victim of crime,Not very common,Not very common,Not very common,3
136576160,D (Online Security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,None,Urban,4,1.01,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137022170,A (Experiences of the police),Male,5 years but less than 10 years,Yes,No,Own it outright,Separate,55-64,White,Degree or diploma,Urban,2,0.94,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136871220,B (Attitudes to the CJS),Male,10 years but less than 20 years,,No,Rent it,Divorced,45-54,White,O level/GCSE,Urban,4,1.84,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136178220,B (Attitudes to the CJS),Male,3 years but less than 5 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Apprenticeship or A/AS level,Urban,5,1.68,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136033160,D (Online Security),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,Asian or Asian British,Degree or diploma,Urban,2,1.2,Not a victim of crime,Not very common,Not very common,Not very common,3
136079230,C (Crime prevention and security),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Rural,4,2.34,Victim of crime,Fairly common,Not at all common,Not at all common,2
136643110,C (Crime prevention and security),Female,20 years or longer,,No,Rent it,Widowed,75+,White,None,Urban,1,0.69,Not a victim of crime,Not very common,Not very common,Not very common,3
147364310,C (Crime prevention and security),Female,2 years but less than 3 years,,No,Rent it,Widowed,65-74,White,Apprenticeship or A/AS level,Urban,,0.53,Victim of crime,Not very common,Not at all common,Not at all common,1
137005270,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,55-64,White,None,Urban,5,1.15,Not a victim of crime,Not very common,Not very common,Not very common,3
137050150,C (Crime prevention and security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,4,1.17,Not a victim of crime,Not very common,Not at all common,Not at all common,1
