rowlabel,split,sex,yrsarea,resyrago,work2,tenure1,livharm1,agegrp7,ethgrp2a,educat3,rural2,edeprivex,wdeprivex,IndivWgtx,cause2m,walkdark,walkday,homealon,wburgl,wmugged,wcarstol,wfromcar,wraped,wattack,wraceatt,worryx,bcsvictim,rubbcomm,vandcomm,poorhou,antisocx
147502040,D (Online Security),Female,3 years but less than 5 years,,No,Own it outright,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,,2,0.58,B. Poverty,Fairly safe,Fairly safe,A bit unsafe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
135260210,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Single,45-54,White,Degree or diploma,Urban,4,,0.52,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.43
136694030,C (Crime prevention and security),Male,Less than 12 months,No,Yes,Rent it,Single,16-24,White,Apprenticeship or A/AS level,Urban,2,,0.85,,,,,Not very worried,Not very worried,,,Not at all worried,Not very worried,Not at all worried,-0.51,Not a victim of crime,Fairly common,Fairly common,Fairly common,
136622010,A (Experiences of the police),Female,20 years or longer,No,Yes,Rent it,Single,16-24,White,Apprenticeship or A/AS level,Urban,2,,0.72,,,,,,,,,,,,,Not a victim of crime,Fairly common,Not very common,Fairly common,0.54
136762200,D (Online Security),Female,Less than 12 months,No,Yes,Rent it,Single,35-44,White,Degree or diploma,Urban,3,,0.33,J. The economy in general,Very safe,Very safe,Very safe,,,,,,,,,Victim of crime,Not very common,Not very common,Not very common,
136260220,B (Attitudes to the CJS),Male,3 years but less than 5 years,,Yes,Rent it,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,3,,0.96,,,,,,,Fairly worried,Fairly worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136432170,A (Experiences of the police),Male,20 years or longer,,No,Buying it with the help of a mortgage or loan,Cohabiting,65-74,White,Apprenticeship or A/AS level,Urban,1,,1.18,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,1.23
136573120,D (Online Security),Female,20 years or longer,Yes,No,Rent it,Single,25-34,White,O level/GCSE,Urban,2,,0.67,B. Poverty,A bit unsafe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Fairly common,Not at all common,Not at all common,
147587230,C (Crime prevention and security),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Single,55-64,White,O level/GCSE,Urban,4,,0.61,,,,,Not very worried,Not very worried,,,Not at all worried,Not at all worried,Not at all worried,-0.82,Not a victim of crime,Not at all common,Not at all common,Not at all common,
137117340,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Single,16-24,White,Degree or diploma,Urban,5,,2.38,,,,,,,Not very worried,Fairly worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136674020,B (Attitudes to the CJS),Male,Less than 12 months,No,Yes,Buying it with the help of a mortgage or loan,Cohabiting,25-34,White,Apprenticeship or A/AS level,Rural,,3,0.7,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
136819130,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Separate,45-54,White,Degree or diploma,Rural,,5,0.49,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136603010,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,None,Urban,1,,0.5,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,-1.22
147249260,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,3,,1.08,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136341010,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Urban,3,,0.42,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,
137033100,B (Attitudes to the CJS),Male,20 years or longer,No,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Apprenticeship or A/AS level,Urban,2,,1.88,,,,,,,Fairly worried,Not very worried,,,,,Victim of crime,Not very common,Not at all common,Not at all common,
136871120,D (Online Security),Male,20 years or longer,,No,Own it outright,Widowed,75+,White,Apprenticeship or A/AS level,Urban,2,,0.42,G. Unemployment,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136394100,B (Attitudes to the CJS),Female,3 years but less than 5 years,,No,Rent it,Separate,45-54,White,None,Urban,2,,0.52,,,,,,,Not at all worried,Not very worried,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
135397160,D (Online Security),Male,10 years but less than 20 years,,No,Rent it,Divorced,45-54,White,Apprenticeship or A/AS level,Urban,1,,0.64,E. Drugs,Very unsafe,A bit unsafe,Fairly safe,,,,,,,,,Victim of crime,Fairly common,Fairly common,Very common,
135512290,A (Experiences of the police),Male,2 years but less than 3 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,Black or Black British,Degree or diploma,Urban,3,,1.16,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,-1.22
136931080,D (Online Security),Male,Less than 12 months,No,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,55-64,White,Apprenticeship or A/AS level,Rural,5,,0.37,A. Too lenient sentencing,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
137107160,D (Online Security),Female,10 years but less than 20 years,,Yes,Rent it,Single,45-54,White,Apprenticeship or A/AS level,Urban,1,,1.77,I. Too few police,A bit unsafe,Fairly safe,Fairly safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
137067180,B (Attitudes to the CJS),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Rural,3,,0.39,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136847020,B (Attitudes to the CJS),Male,20 years or longer,Yes,Yes,Buying it with the help of a mortgage or loan,Single,25-34,White,Apprenticeship or A/AS level,Urban,2,,2.11,,,,,,,Not very worried,Very worried,,,,,Victim of crime,Not very common,Not very common,Not very common,
136915160,D (Online Security),Female,2 years but less than 3 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Rural,4,,1.67,G. Unemployment,Fairly safe,Fairly safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136090080,D (Online Security),Female,20 years or longer,,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,25-34,White,Degree or diploma,Rural,5,,2.28,E. Drugs,Fairly safe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136078290,A (Experiences of the police),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Degree or diploma,Rural,4,,1.16,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1
137124030,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Rural,4,,1.15,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not at all worried,-0.25,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136590300,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,5,,1.17,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
137147240,D (Online Security),Female,3 years but less than 5 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Degree or diploma,Rural,3,,0.99,E. Drugs,Very safe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
147343010,A (Experiences of the police),Male,5 years but less than 10 years,,Yes,Rent it,Single,25-34,White,O level/GCSE,Urban,1,,0.65,,,,,,,,,,,,,Not a victim of crime,Fairly common,Not very common,Not very common,0.44
147501260,B (Attitudes to the CJS),Female,3 years but less than 5 years,,Yes,Buying it with the help of a mortgage or loan,Single,25-34,White,Apprenticeship or A/AS level,Urban,,3,0.58,,,,,,,Fairly worried,Fairly worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136452240,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,Degree or diploma,Urban,3,,1.29,E. Drugs,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not very common,
137220110,C (Crime prevention and security),Female,20 years or longer,,No,Rent it,Cohabiting,25-34,White,O level/GCSE,Rural,,3,0.71,,,,,Not very worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.13,Not a victim of crime,Not very common,Not at all common,Not very common,
147595040,D (Online Security),Female,20 years or longer,,Yes,Rent it,Single,55-64,White,O level/GCSE,Urban,1,,0.48,E. Drugs,A bit unsafe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136572100,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,5,,1.02,,,,,,,Not very worried,Fairly worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136740180,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,5,,0.76,,,,,,,Fairly worried,Fairly worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136368260,B (Attitudes to the CJS),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,,O level/GCSE,Rural,4,,1.73,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136243340,B (Attitudes to the CJS),Female,12 months but less than 2 years,Yes,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Married/Civil Partnered,45-54,White,O level/GCSE,Rural,2,,1.1,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
147470140,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Urban,5,,0.73,,,,,,,Not very worried,Fairly worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136537280,D (Online Security),Female,20 years or longer,,No,Own it outright,Divorced,65-74,White,Other,Urban,,2,0.3,E. Drugs,Very unsafe,A bit unsafe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136091080,D (Online Security),Male,20 years or longer,,Yes,Rent it,Cohabiting,25-34,White,O level/GCSE,Urban,1,,1.46,J. The economy in general,Fairly safe,Very safe,Very unsafe,,,,,,,,,Victim of crime,Not very common,Not at all common,Not at all common,
147332110,C (Crime prevention and security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Rural,4,,0.72,,,,,Not very worried,Not very worried,,,Not at all worried,Not at all worried,Not at all worried,-0.82,Victim of crime,Not at all common,Not at all common,Not at all common,
136223190,C (Crime prevention and security),Female,Less than 12 months,No,Yes,Pay part rent and part mortgage (shared ownership),Separate,25-34,White,Degree or diploma,Urban,1,,0.72,,,,,Not at all worried,Not very worried,,,Not very worried,Not very worried,Not at all worried,-0.5,Victim of crime,Not at all common,Not at all common,Not at all common,
136059140,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,3,,0.55,,,,,,,Not very worried,Not very worried,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
135494010,A (Experiences of the police),Female,5 years but less than 10 years,,Yes,Rent it,Cohabiting,45-54,White,O level/GCSE,Urban,5,,1.05,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.22
136446060,B (Attitudes to the CJS),Female,20 years or longer,,No,Rent it,Single,45-54,White,Other,Urban,1,,0.52,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,
137074190,C (Crime prevention and security),Female,5 years but less than 10 years,,Yes,Rent it,Single,45-54,White,O level/GCSE,Rural,4,,0.35,,,,,Not very worried,Not very worried,,,Very worried,Very worried,Very worried,1.77,Not a victim of crime,Not very common,Not very common,Not very common,
147399270,C (Crime prevention and security),Female,20 years or longer,,No,Rent it,Cohabiting,25-34,White,O level/GCSE,Urban,1,,1.35,,,,,Not at all worried,Not very worried,,,Fairly worried,Fairly worried,Not at all worried,0.07,Not a victim of crime,Not very common,Not very common,Not very common,
136151270,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Rent it,Divorced,35-44,Chinese or Other,O level/GCSE,Urban,1,,0.68,,,,,Very worried,Very worried,,,Very worried,Very worried,Very worried,2.9,Victim of crime,Fairly common,Not very common,Not at all common,
136637080,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,None,Urban,4,,1.15,Spontaneous: None of these,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136268140,B (Attitudes to the CJS),Male,2 years but less than 3 years,Yes,Yes,Own it outright,Cohabiting,35-44,White,Apprenticeship or A/AS level,Rural,,4,0.56,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136731060,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Pay part rent and part mortgage (shared ownership),Married/Civil Partnered,55-64,White,O level/GCSE,Urban,2,,1.13,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
